University,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,Apps_trans,Accept_trans,Enroll_trans,Top10perc_trans,F.Undergrad_trans,P.Undergrad_trans,Outstate_trans,Books_trans,Personal_trans,PhD_trans,Terminal_trans,S.F.Ratio_trans,perc.alumni_trans,Expend_trans,Accept_Rate,Outstate_Tier,Outstate_Tier_Encoded,Private_Binary,Apps_trans_scaled,Accept_trans_scaled,Enroll_trans_scaled,Top10perc_trans_scaled,F.Undergrad_trans_scaled,P.Undergrad_trans_scaled,Outstate_trans_scaled,Books_trans_scaled,Personal_trans_scaled,PhD_trans_scaled,Terminal_trans_scaled,S.F.Ratio_trans_scaled,perc.alumni_trans_scaled,Expend_trans_scaled,Outstate_Tier_Encoded_scaled,Private_Binary_scaled,Accept_Rate_scaled
Alfred University,Yes,1732,1425,472,37,75,1830,110,16548,5406,500,600,82.0,88,11.3,31,10932,73,0.06708462262499591,0.18790184306915972,0.0549511628156411,0.7205326499516104,-0.014948602979739475,-0.6720279415083579,1.4074838020403346,-0.22765194755775608,-1.4075190656635672,0.5513818552357662,0.5113500411161866,-0.6769586136955272,3.4657359027997265,0.6369277989083035,0.8227482678983834,High,2,1,0.0670846226249979,0.18790184306915922,0.05495116281564099,0.72053264995161,-0.014948602979739238,-0.6720279415083579,1.407483802040334,-0.22765194755775722,-1.4075190656635672,0.5513818552357667,0.5113500411161864,-0.6769586136955273,0.7475311741155375,0.6369277989082838,0.944489469995865,0.6116481628986593,0.518523530259367
Allegheny College,Yes,2652,1900,484,44,77,1707,44,17080,4440,400,600,73.0,91,9.9,41,11711,76,0.4585558789036998,0.47362373353408943,0.08164286556444399,1.027736601201272,-0.08708406482393807,-1.166401364970454,1.5032760790243767,-1.0363568533512697,-1.4075190656635672,-0.08499874626512405,0.7807976391131122,-1.0718142714434757,3.7376696182833684,0.7905905882887726,0.7164404223227753,Very High,3,1,0.4585558789037018,0.47362373353408893,0.08164286556444388,1.0277366012012716,-0.08708406482393784,-1.166401364970454,1.503276079024376,-1.0363568533512708,-1.4075190656635672,-0.08499874626512374,0.780797639113112,-1.0718142714434757,1.1911898927637183,0.7905905882887528,2.084644204025141,0.6116481628986593,-0.20470889363344041
Allentown Coll. of St. Francis de Sales,Yes,1179,780,290,38,64,1130,638,9690,4785,600,1000,60.0,84,13.3,21,7940,74,-0.2968950091878432,-0.42938760512176244,-0.4836895070167338,0.7669280001041869,-0.5379052973446333,0.41196161724120317,-0.06390134692370268,0.45042013800044384,-0.38613481378454106,-0.8786660394374439,0.17448981323324272,-0.1446565831779255,3.091042453358316,-0.15683974313438082,0.6615776081424937,Medium,1,1,-0.2968950091878412,-0.42938760512176294,-0.4836895070167339,0.7669280001041866,-0.5379052973446331,0.41196161724120317,-0.06390134692370328,0.45042013800044267,-0.38613481378454106,-0.8786660394374437,0.17448981323324256,-0.1446565831779256,0.13622037961038522,-0.15683974313440055,-0.1956652640334113,0.6116481628986593,-0.5779510176398536
Alma College,Yes,1267,1080,385,44,73,1306,28,12572,4552,400,400,79.0,87,15.3,32,9305,68,-0.2279940283605454,-0.09285492789418491,-0.16547946529641172,1.027736601201272,-0.3750927743374925,-1.39420002166212,0.6181166564844891,-1.0363568533512697,-2.1905984316375147,0.3313811845790514,0.4247571133860204,0.3571006081953922,3.4965075614664802,0.25406004660605924,0.8524072612470402,High,2,1,-0.22799402836054342,-0.09285492789418542,-0.16547946529641183,1.0277366012012716,-0.3750927743374923,-1.39420002166212,0.6181166564844885,-1.0363568533512708,-2.1905984316375147,0.3313811845790518,0.42475711338602024,0.3571006081953921,0.7977350064372871,0.2540600466060395,0.944489469995865,0.6116481628986593,0.7202992838138293
Alverno College,Yes,494,313,157,23,46,1317,1235,8352,3640,650,2449,36.0,69,11.1,26,8127,55,-1.1586754279785465,-1.4151466674824749,-1.2218451513415591,-0.05535924019800304,-0.36581488338855317,0.8706741177254345,-0.42654194849014254,0.7531273885960039,1.5028718481695154,-1.950095590802649,-0.8726941452009724,-0.7321430991403091,3.295836866004329,-0.09431907499331184,0.6336032388663968,Medium,1,1,-1.1586754279785445,-1.4151466674824753,-1.2218451513415591,-0.05535924019800339,-0.36581488338855295,0.8706741177254345,-0.42654194849014315,0.7531273885960028,1.5028718481695154,-1.950095590802649,-0.8726941452009727,-0.7321430991403092,0.4703416066867776,-0.09431907499333159,-0.1956652640334113,0.6116481628986593,-0.7682659543115281
American International College,Yes,1420,1093,220,9,22,1018,287,8700,4780,450,1400,78.0,84,14.7,19,7355,69,-0.1196093663646429,-0.0806251452128198,-0.8074563341919986,-1.3344795254330402,-0.6585248725535897,-0.10414133731390923,-0.3287598977195886,-0.6123645719001103,0.30852326026122595,0.259795832499163,0.17448981323324272,0.2094217849547737,2.995732273553991,-0.36801632723931216,0.7697183098591549,Medium,1,1,-0.11960936636464091,-0.08062514521282031,-0.8074563341919987,-1.3344795254330406,-0.6585248725535895,-0.10414133731390922,-0.3287598977195892,-0.6123645719001114,0.30852326026122595,0.2597958324991634,0.17448981323324256,0.20942178495477362,-0.019277779824936125,-0.3680163272393319,-0.1956652640334113,0.6116481628986593,0.1577506739947959
Amherst College,Yes,4302,992,418,83,96,1593,5,19760,5300,660,1598,,98,8.4,63,21424,100,0.888605801326953,-0.18001990322953332,-0.07567628514747463,2.2773671591614875,-0.15983035346239774,-2.174546206737526,1.9582542311019113,0.8112182447734043,0.586500667421212,,1.4673308297783425,-1.5200293642390243,4.1588830833596715,1.91987395483479,0.23059042305904232,Very High,3,1,0.888605801326955,-0.18001990322953382,-0.07567628514747474,2.277367159161487,-0.1598303534623975,-2.174546206737526,1.9582542311019107,0.8112182447734032,0.586500667421212,,1.4673308297783423,-1.5200293642390243,1.8783978980702702,1.9198739548347703,2.084644204025141,0.6116481628986593,-3.5100385305313915
Anderson University,Yes,1216,908,423,19,40,1819,281,10100,3520,550,1100,48.0,61,12.1,14,7994,59,-0.26727459328530573,-0.2713058343356904,-0.06278476829621245,-0.34141246499405037,-0.021156170687970766,-0.11724327225760445,0.040592300025346535,0.12484762634394744,-0.19115565812382365,-1.4786478771804488,-1.3015718974335833,-0.4599386349092556,2.70805020110221,-0.1385545410039454,0.7467105263157895,Medium,1,1,-0.26727459328530373,-0.2713058343356909,-0.06278476829621256,-0.3414124649940507,-0.021156170687970526,-0.11724327225760443,0.04059230002534594,0.12484762634394629,-0.19115565812382368,-1.4786478771804488,-1.3015718974335835,-0.4599386349092557,-0.48862987695276705,-0.13855454100396514,-0.1956652640334113,0.6116481628986593,0.0012243614693995203
Andrews University,Yes,1130,704,322,14,23,1586,326,9996,3090,900,1320,62.0,66,11.5,18,10908,46,-0.33769467931638836,-0.5369828132022175,-0.36454008081608863,-0.7704402004140426,-0.16450253716409843,-0.02454173588404431,0.014353658587512554,2.0161607111588746,0.1857657174897119,-0.7662592027979903,-1.043538715681609,-0.6221549224859483,2.9444389791664403,0.6319268127976657,0.6230088495575221,Medium,1,1,-0.33769467931638636,-0.5369828132022181,-0.36454008081608874,-0.7704402004140429,-0.16450253716409818,-0.02454173588404429,0.014353658587511958,2.0161607111588733,0.18576571748971188,-0.7662592027979901,-1.0435387156816092,-0.6221549224859484,-0.10296257493300559,0.631926812797646,-0.1956652640334113,0.6116481628986593,-0.8403415929253497
Angelo State University,No,3540,2001,1016,24,54,4190,1512,5130,3592,500,2000,60.0,62,23.1,5,4010,34,0.7171182844436118,0.5244624052045211,0.8256023970310464,0.010298439642217803,0.7651022778890222,1.017339059278858,-1.493652918540625,-0.22765194755775608,1.0644574011456145,-0.8786660394374439,-1.252577058052319,2.106767856721141,1.791759469228055,-2.3896014228397626,0.5652542372881356,Low,0,0,0.7171182844436138,0.5244624052045206,0.8256023970310463,0.010298439642217456,0.7651022778890224,1.017339059278858,-1.4936529185406258,-0.22765194755775722,1.0644574011456145,-0.8786660394374437,-1.2525770580523192,2.106767856721141,-1.9835543709217607,-2.389601422839782,-1.3358199980626877,-1.634926843008739,-1.2332571674665538
Antioch University,Yes,713,661,252,25,44,712,23,15476,3336,400,1100,69.0,82,11.3,35,42926,48,-0.7884873890196554,-0.6035101332763281,-0.646591209143167,0.07395404181416507,-1.0930335823215764,-1.4901947654046546,1.2081459189341888,-1.0363568533512697,-0.19115565812382365,-0.3450470097695861,0.015457670385465869,-0.6769586136955272,3.58351893845611,2.8362431909109955,0.9270687237026648,High,2,1,-0.7884873890196534,-0.6035101332763286,-0.6465912091431671,0.07395404181416472,-1.0930335823215762,-1.4901947654046546,1.208145918934188,-1.0363568533512708,-0.19115565812382368,-0.3450470097695858,0.015457670385465696,-0.6769586136955273,0.9396937038146085,2.836243190910976,0.944489469995865,0.6116481628986593,1.2282353648320368
Appalachian State University,No,7313,4664,1910,20,63,9940,1035,6806,2540,96,2000,83.0,96,18.3,14,5854,70,1.3431838054074114,1.3297917550635625,1.3957930976356485,-0.26598910998596476,1.4420428932045506,0.7450162134684059,-0.8966324912605065,-5.697748382596951,1.0644574011456145,0.6264621373681686,1.262771963454847,1.0639605729585238,2.70805020110221,-1.0522373083816967,0.6377683577191303,Low,0,0,1.3431838054074134,1.329791755063562,1.3957930976356485,-0.2659891099859651,1.4420428932045508,0.7450162134684059,-0.896632491260507,-5.697748382596952,1.0644574011456145,0.626462137368169,1.2627719634548469,1.0639605729585238,-0.48862987695276705,-1.0522373083817165,-1.3358199980626877,-1.634926843008739,-0.7399298612663384
Aquinas College,Yes,619,516,219,20,51,1251,767,11208,4124,350,1615,55.0,65,12.7,25,6584,65,-0.9299435210415258,-0.8677497017549247,-0.8129110155839484,-0.26598910998596476,-0.42295340299819806,0.5368461758289085,0.30974164399651183,-1.5093935893565988,0.6088585624753411,-1.1441971717488406,-1.097782576670628,-0.3008402547148323,3.258096538021482,-0.689444377811499,0.8336025848142165,Medium,1,1,-0.9299435210415238,-0.8677497017549253,-0.8129110155839485,-0.2659891099859651,-0.42295340299819784,0.5368461758289085,0.3097416439965112,-1.5093935893566,0.6088585624753411,-1.1441971717488406,-1.0977825766706282,-0.3008402547148324,0.40876841954279797,-0.6894443778115188,-0.1956652640334113,0.6116481628986593,0.5923675056520904
Arizona State University Main campus,No,12809,10308,3761,24,49,22593,7585,7434,4850,700,2100,88.0,93,18.9,5,4602,48,1.804713614436439,2.042876507528803,1.9496842608587883,0.010298439642217803,1.9777547134408415,2.2976812230395676,-0.6980035871738732,1.0361608718856268,1.1694581246482563,1.0149446356388536,0.9685980032703505,1.1997188346742664,1.791759469228055,-1.8709620491491843,0.8047466625029276,Medium,1,0,1.804713614436441,2.0428765075288027,1.9496842608587883,0.010298439642217456,1.9777547134408417,2.2976812230395676,-0.6980035871738738,1.0361608718856257,1.1694581246482563,1.014944635638854,0.9685980032703503,1.1997188346742664,-1.9835543709217607,-1.870962049149204,-0.1956652640334113,-1.634926843008739,0.3960551965853698
Arkansas College (Lyon College),Yes,708,334,166,46,74,530,182,8644,3922,500,800,79.0,88,12.6,24,14579,54,-0.7954943395870059,-1.3429645437369446,-1.151899569036985,1.1087783597430914,-1.4781381923117005,-0.38059961787058294,-0.3443197087511482,-0.22765194755775608,-0.8371648052856208,0.3313811845790514,0.5113500411161866,-0.3271490414883973,3.2188758248682006,1.2432684666809406,0.4717514124293785,Medium,1,1,-0.7954943395870039,-1.342964543736945,-1.151899569036985,1.108778359743091,-1.4781381923117003,-0.38059961787058294,-0.3443197087511488,-0.22765194755775722,-0.8371648052856208,0.3313811845790518,0.5113500411161864,-0.3271490414883974,0.3447799901893238,1.2432684666809208,-0.1956652640334113,0.6116481628986593,-1.869374608256264
Arkansas Tech University,No,1734,1729,951,12,52,3602,939,3460,2650,450,1000,57.0,60,19.6,5,4739,48,0.06816153164429646,0.3805817512929623,0.762639479723022,-0.9745442422277558,0.6329845646394834,0.6767167833967017,-2.234102969823558,-0.6123645719001103,-0.38613481378454106,-1.0406425497511826,-1.3492864616702307,1.3559904182372868,1.791759469228055,-1.7653675137382696,0.9971164936562861,Low,0,0,0.06816153164429845,0.3805817512929618,0.7626394797230219,-0.9745442422277562,0.6329845646394836,0.6767167833967017,-2.2341029698235584,-0.6123645719001114,-0.38613481378454106,-1.0406425497511826,-1.349286461670231,1.3559904182372868,-1.9835543709217607,-1.7653675137382894,-1.3358199980626877,-1.634926843008739,1.7047836212428242
Assumption College,Yes,2135,1700,491,23,59,1708,689,12000,5920,500,500,93.0,93,13.8,30,7100,88,0.2608185129541613,0.36383001457833497,0.09686313373127915,-0.05535924019800304,-0.08647232921210604,0.4638377947992294,0.49160762245584544,-0.22765194755775608,-1.762612679540301,1.425191176895042,0.9685980032703505,-0.016598551903808063,3.4339872044851463,-0.46835775085186593,0.7962529274004684,Medium,1,1,0.2608185129541633,0.36383001457833447,0.09686313373127904,-0.05535924019800339,-0.0864723292121058,0.4638377947992294,0.49160762245584483,-0.22765194755775722,-1.762612679540301,1.4251911768950425,0.9685980032703503,-0.016598551903808153,0.6957333056977036,-0.4683577508518857,-0.1956652640334113,0.6116481628986593,0.33827070671264425
Auburn University-Main Campus,No,7548,6791,3070,25,57,16262,1716,6300,3933,600,1908,85.0,91,16.7,18,6642,69,1.369732298507174,1.6725136830360634,1.7897052234513238,0.07395404181416507,1.7746193944277795,1.1105754084401247,-1.0656035967270214,0.45042013800044384,0.9634790621853837,0.7792401852307248,0.7807976391131122,0.6931397762108067,2.9444389791664403,-0.663279995526257,0.8997085320614733,Low,0,0,1.369732298507176,1.672513683036063,1.7897052234513238,0.07395404181416472,1.7746193944277797,1.1105754084401247,-1.065603596727022,0.45042013800044267,0.9634790621853837,0.7792401852307252,0.780797639113112,0.6931397762108066,-0.10296257493300559,-0.6632799955262768,-1.3358199980626877,-1.634926843008739,1.0420987950267797
Augsburg College,Yes,662,513,257,12,30,2074,726,11902,4372,540,950,65.0,65,12.8,31,7836,58,-0.8625638029432047,-0.8740260355694749,-0.6235931242431305,-0.9745442422277558,0.11210052179879573,0.4993504011540812,0.46953889070573956,0.05665062225888634,-0.49048667531464907,-0.5910270561252143,-1.097782576670628,-0.2746123833399246,3.4657359027997265,-0.19260102400260762,0.7749244712990937,Medium,1,1,-0.8625638029432027,-0.8740260355694754,-0.6235931242431306,-0.9745442422277562,0.11210052179879597,0.4993504011540812,0.46953889070573895,0.05665062225888519,-0.49048667531464907,-0.5910270561252141,-1.0977825766706282,-0.2746123833399247,0.7475311741155375,-0.19260102400262735,-0.1956652640334113,0.6116481628986593,0.19316917708830722
Augustana College IL,Yes,1879,1658,497,36,69,1950,38,13353,4173,540,821,78.0,83,12.7,40,9220,71,0.14287940501912477,0.3390192331894938,0.10971133189128497,0.6731961589243136,0.04995356907239904,-1.2414112732058646,0.7848998758919704,0.05665062225888634,-0.7851812304751901,0.259795832499163,0.09420007990293724,-0.3008402547148323,3.713572066704308,0.23123745014565894,0.8823842469398616,High,2,1,0.14287940501912674,0.3390192331894933,0.10971133189128486,0.6731961589243133,0.04995356907239928,-1.2414112732058646,0.7848998758919699,0.05665062225888519,-0.7851812304751901,0.2597958324991634,0.09420007990293706,-0.3008402547148324,1.1518748382214379,0.2312374501456392,0.944489469995865,0.6116481628986593,0.924238399560463
Augustana College,Yes,761,725,306,21,58,1337,300,10990,3244,600,1021,66.0,70,10.4,30,6871,69,-0.7237867491461978,-0.5060549729668286,-0.4223187213748056,-0.19331757344218942,-0.34918523832983284,-0.07657984986813252,0.25821157706515463,0.45042013800044384,-0.3437390799364711,-0.530852785233515,-0.813000231361287,-0.9284297440073743,3.4339872044851463,-0.5633175849128498,0.9526938239159002,Medium,1,1,-0.7237867491461958,-0.5060549729668291,-0.4223187213748057,-0.19331757344218975,-0.3491852383298326,-0.0765798498681325,0.258211577065154,0.45042013800044267,-0.3437390799364711,-0.5308527852335148,-0.8130002313612872,-0.9284297440073744,0.6957333056977036,-0.5633175849128695,-0.1956652640334113,0.6116481628986593,1.4025677787697586
Austin College,Yes,948,798,295,42,74,1120,15,11280,4342,400,1150,81.0,95,13.0,33,11361,71,-0.5078350271921721,-0.40554613801598866,-0.464100110304536,0.943910070394721,-0.5480712031891172,-1.6924393447321318,0.32661635514556225,-1.0363568533512697,-0.09973731123033648,0.4771746426778103,1.1630362638027993,-0.22239589054393438,3.5263605246161616,0.7235594156859716,0.8417721518987342,Medium,1,1,-0.5078350271921701,-0.40554613801598915,-0.46410011030453613,0.9439100703947206,-0.548071203189117,-1.6924393447321318,0.32661635514556164,-1.0363568533512708,-0.0997373112303365,0.4771746426778107,1.1630362638027991,-0.22239589054393447,0.8464399908680821,0.7235594156859518,-0.1956652640334113,0.6116481628986593,0.6479466190533534
Averett College,Yes,627,556,172,16,40,777,538,9925,4135,750,1350,59.0,67,22.4,11,6523,48,-0.9170348261758464,-0.7876083722304276,-1.1076548137596889,-0.5869798775002458,-0.9837212744193722,0.2983634388994539,-0.0036621674750195567,1.3020758268351074,0.23258581241045745,-0.9335433168574541,-0.9879510044874332,1.960383528086527,2.4849066497880004,-0.717347805841303,0.886762360446571,Medium,1,1,-0.9170348261758444,-0.7876083722304281,-1.1076548137596889,-0.5869798775002462,-0.983721274419372,0.2983634388994539,-0.0036621674750201526,1.3020758268351063,0.23258581241045742,-0.9335433168574538,-0.9879510044874334,1.960383528086527,-0.852687646967027,-0.7173478058413227,-0.1956652640334113,0.6116481628986593,0.9540235356093659
Baker University,Yes,602,483,206,21,47,958,466,8620,4100,400,2250,58.0,68,11.0,21,6136,65,-0.9579790426450371,-0.9390368829725977,-0.8865494804892955,-0.19331757344218942,-0.7299945894807514,0.20410870634261846,-0.35100842061171145,-1.0363568533512697,1.318599998234021,-0.98753569322173,-0.9310069536327459,-0.7598811172697044,3.091042453358316,-0.9042249353045397,0.8023255813953488,Medium,1,1,-0.9579790426450351,-0.9390368829725982,-0.8865494804892956,-0.19331757344218975,-0.7299945894807511,0.2041087063426185,-0.35100842061171206,-1.0363568533512708,1.318599998234021,-0.9875356932217297,-0.9310069536327461,-0.7598811172697045,0.13622037961038522,-0.9042249353045595,-0.1956652640334113,0.6116481628986593,0.3795841228993742
Baldwin-Wallace College,Yes,1690,1366,662,30,61,2718,1460,10995,4410,1000,1000,68.0,74,17.6,20,8086,85,0.04415617005747835,0.14542328756396658,0.4061466902483511,0.366554546031348,0.37507626435343366,0.9917635306832074,0.25940092904177603,2.436457382375751,-0.38613481378454106,-0.4078622247453497,-0.5601689410611729,0.9033547753852642,3.044522437723423,-0.10783605224299848,0.808284023668639,Medium,1,1,0.04415617005748033,0.14542328756396608,0.406146690248351,0.3665545460313477,0.3750762643534339,0.9917635306832074,0.2594009290417754,2.4364573823757496,-0.38613481378454106,-0.40786222474534944,-0.5601689410611731,0.9033547753852641,0.06032316880898486,-0.10783605224301823,-0.1956652640334113,0.6116481628986593,0.42012053509552
Barat College,Yes,261,192,111,15,36,453,266,9690,4300,500,500,57.0,77,9.7,35,9337,71,-1.8263341505176556,-1.9689079493682777,-1.6705333772724158,-0.6764365901148857,-1.6932176690368879,-0.15113489947401515,-0.06390134692370268,-0.22765194755775608,-1.762612679540301,-1.0406425497511826,-0.355448756427444,-1.1299581949727355,3.58351893845611,0.26256908294726594,0.735632183908046,Medium,1,1,-1.8263341505176536,-1.9689079493682782,-1.6705333772724158,-0.676436590114886,-1.6932176690368876,-0.15113489947401512,-0.06390134692370328,-0.22765194755775722,-1.762612679540301,-1.0406425497511826,-0.35544875642744417,-1.1299581949727355,0.9396937038146085,0.2625690829472462,-0.1956652640334113,0.6116481628986593,-0.07414370180837984
