University / College,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,Apps_trans,Accept_trans,Enroll_trans,Top10perc_trans,F.Undergrad_trans,P.Undergrad_trans,Outstate_trans,Books_trans,Personal_trans,PhD_trans,Terminal_trans,S.F.Ratio_trans,perc.alumni_trans,Expend_trans,Accept_Rate,Outstate_Tier,Outstate_Tier_Encoded,Private_Encoded,Apps_trans_scaled,Accept_trans_scaled,Enroll_trans_scaled,Top10perc_trans_scaled,F.Undergrad_trans_scaled,P.Undergrad_trans_scaled,Outstate_trans_scaled,Books_trans_scaled,Personal_trans_scaled,PhD_trans_scaled,Terminal_trans_scaled,S.F.Ratio_trans_scaled,perc.alumni_trans_scaled,Expend_trans_scaled,Outstate_Tier_Encoded_scaled,Private_Encoded_scaled
Alfred University,Yes,1732,1425,472,37,75,1830,110,16548,5406,500,600,82.0,88,11.3,31,10932,73,0.06748238366850189,0.18775308776651256,0.056018465230557216,0.7226458157909562,-0.012674055439693757,-0.6681269626758217,9.714080956018943,-0.2291946039516519,-1.4016057556008417,0.5521872964573876,0.5124477851823425,2.509599262378372,3.4657359027997265,0.6391260070100195,0.8227482678983834,High,3,1,0.06748238366850262,0.18775308776651367,0.05601846523055652,0.7226458157909561,-0.01267405543969319,-0.6681269626758215,1.3301994354452844,-0.22919460395165178,-1.401605755600841,0.5521872964573878,0.5124477851823425,-0.6119159894291465,0.7487430981377603,0.6391260070099793,0.9465703353077874,0.6125530498969481
Allegheny College,Yes,2652,1900,484,44,77,1707,44,17080,4440,400,600,73.0,91,9.9,41,11711,76,0.459000382681299,0.47348271760565924,0.08273597384868624,1.0296888476949617,-0.08489100248516802,-1.1623087972167596,9.74572201363806,-1.0385747644227592,-1.4016057556008417,-0.08361890949528811,0.7816568116943878,2.388762789235098,3.7376696182833684,0.7928286551963845,0.7164404223227753,Very High,4,1,0.4590003826812997,0.47348271760566035,0.08273597384868554,1.0296888476949617,-0.08489100248516745,-1.1623087972167594,1.408377113562496,-1.0385747644227592,-1.401605755600841,-0.08361890949528784,0.7816568116943878,-1.0504509142458662,1.1929497028195202,0.7928286551963443,2.0868573903994942,0.6125530498969481
Allentown Coll. of St. Francis de Sales,Yes,1179,780,290,38,64,1130,638,9690,4785,600,1000,60.0,84,13.3,21,7940,74,-0.29654226039655907,-0.4295402304868231,-0.48324564741642817,0.7690207208177242,-0.5364055790483299,0.4148380667121805,9.17895289873455,0.4496014388117547,-0.38127720177114266,-0.8744691552980165,0.17590711389826053,2.6602595372658615,3.091042453358316,-0.15522989657869318,0.6615776081424937,Medium,2,1,-0.29654226039655834,-0.429540230486822,-0.4832456474164289,0.7690207208177241,-0.5364055790483293,0.41483806671218076,0.008022739664043745,0.4496014388117548,-0.3812772017711419,-0.8744691552980163,0.17590711389826055,-0.06514570888385508,0.13667737956055104,-0.1552298965787334,-0.19371671978391944,0.6125530498969481
Alma College,Yes,1267,1080,385,44,73,1306,28,12572,4552,400,400,79.0,87,15.3,32,9305,68,-0.22763264605805186,-0.09300759355290636,-0.16464391628379804,1.0296888476949617,-0.3733069128542516,-1.3900837948934837,9.439306936593182,-1.0385747644227592,-2.1844360205206956,0.33223178550107846,0.4259346495311623,2.791165107812717,3.4965075614664802,0.2560513072365705,0.8524072612470402,High,3,1,-0.22763264605805114,-0.09300759355290525,-0.16464391628379874,1.0296888476949617,-0.37330691285425105,-1.3900837948934834,0.6512968809155961,-1.0385747644227592,-2.184436020520695,0.33223178550107874,0.42593464953116233,0.4099315839612346,0.7990089285165864,0.2560513072365303,0.9465703353077874,0.6125530498969481
Alverno College,Yes,494,313,157,23,46,1317,1235,8352,3640,650,2449,36.0,69,11.1,26,8127,55,-1.1584349762053046,-1.4152705393648974,-1.2225555821189287,-0.053119072030679164,-0.36401391094908286,0.872893115472483,9.030376034755907,0.7526774067369608,1.5036970035839818,-1.937568687430363,-0.8700943318940553,2.4932054526026954,3.295836866004329,-0.09264109665666519,0.6336032388663968,Medium,2,1,-1.158434976205304,-1.4152705393648963,-1.2225555821189293,-0.053119072030679226,-0.3640139109490823,0.8728931154724833,-0.3590760592322765,0.7526774067369609,1.5036970035839832,-1.9375686874303628,-0.8700943318940553,-0.6714117521771352,0.47121122188858366,-0.09264109665670539,-0.19371671978391944,0.6125530498969481
American International College,Yes,1420,1093,220,9,22,1018,287,8700,4780,450,1400,78.0,84,14.7,19,7355,69,-0.11923450915941827,-0.08077771585910469,-0.8074776554826101,-1.3330274833513371,-0.6572622589402508,-0.10067963175366583,9.071193240566025,-0.6142542984789047,0.31220519615957604,0.26069516187598757,0.17590711389826053,2.7536607123542622,2.995732273553991,-0.3666623052432123,0.7697183098591549,Medium,2,1,-0.11923450915941754,-0.08077771585910358,-0.8074776554826107,-1.3330274833513371,-0.6572622589402503,-0.10067963175366555,-0.2582262578166806,-0.6142542984789046,0.312205196159577,0.26069516187598785,0.17590711389826055,0.27382212284539276,-0.019012808716357025,-0.3666623052432525,-0.19371671978391944,0.6125530498969481
Amherst College,Yes,4302,992,418,83,96,1593,5,19760,5300,660,1598,,98,8.4,63,21424,100,0.8890995965125372,-0.18017304900606554,-0.07474233594180844,2.2780860366648286,-0.15772790585019517,-2.1706909080364514,9.891465577308802,0.8108421980583805,0.589610906138956,,1.467641878959388,2.2407096892759584,4.1588830833596715,1.921528660450019,0.23059042305904232,Very High,4,1,0.889099596512538,-0.18017304900606443,-0.07474233594180914,2.2780860366648286,-0.1577279058501946,-2.170690908036451,1.768475487816034,0.8108421980583806,0.589610906138957,,1.467641878959388,-1.5877593391821123,1.8810063596964015,1.9215286604499788,2.0868573903994942,0.6125530498969481
Anderson University,Yes,1216,908,423,19,40,1819,281,10100,3520,550,1100,48.0,61,12.1,14,7994,59,-0.26691812656526537,-0.27145911398680356,-0.06183714060491797,-0.3392340437249904,-0.018888304447196087,-0.11376894624033462,9.220389707829185,0.12366360001576755,-0.18659120673062196,-1.4704820501222087,-1.2983753500580535,2.5726122302071057,2.70805020110221,-0.13692440314021118,0.7467105263157895,Medium,2,1,-0.26691812656526465,-0.27145911398680245,-0.06183714060491866,-0.33923404372499044,-0.018888304447195522,-0.11376894624033435,0.11040343637145804,0.12366360001576766,-0.1865912067306211,-1.4704820501222085,-1.2983753500580535,-0.3832318314887902,-0.488944521318963,-0.1369244031402514,-0.19371671978391944,0.6125530498969481
Andrews University,Yes,1130,704,322,14,23,1586,326,9996,3090,900,1320,62.0,66,11.5,18,10908,46,-0.33734706741628784,-0.5371343557435257,-0.3639418028883701,-0.7684736752694478,-0.1624061960324376,-0.02115914000686885,9.210040326967182,2.0175449906937217,0.18968183158858168,-0.7626194879194107,-1.0407110988557453,2.5257286443082556,2.9444389791664403,0.6341232956603398,0.6230088495575221,Medium,2,1,-0.3373470674162871,-0.5371343557435246,-0.3639418028883708,-0.7684736752694479,-0.16240619603243706,-0.021159140006868575,0.08483252861351827,2.0175449906937217,0.18968183158858262,-0.7626194879194105,-1.0407110988557453,-0.553379877707523,-0.10280094841912382,0.6341232956602996,-0.19371671978391944,0.6125530498969481
Angelo State University,No,3540,2001,1016,24,54,4190,1512,5130,3592,500,2000,60.0,62,23.1,5,4010,34,0.7175926868986038,0.5243231695301871,0.8272088611281935,0.012544204192919739,0.7676884667409246,1.0193220410253423,8.543055850941965,-0.2291946039516519,1.066451766681205,-0.8744691552980165,-1.2494530951634284,3.1822118404966093,1.791759469228055,-2.3924526873218346,0.5652542372881356,Low,1,0,0.7175926868986046,0.5243231695301882,0.8272088611281928,0.012544204192919675,0.7676884667409252,1.0193220410253425,-1.5631306432740188,-0.22919460395165178,1.0664517666812061,-0.8744691552980163,-1.2494530951634284,1.82910284125227,-1.9857151375821298,-2.392452687321875,-1.3340037748756264,-1.6325116659989423
Antioch University,Yes,713,661,252,25,44,712,23,15476,3336,400,1100,69.0,82,11.3,35,42926,48,-0.7881977335472875,-0.603660749843487,-0.6463731763978171,0.07620224590010687,-1.092794678079059,-1.4860814376784817,9.64711032991276,-1.0385747644227592,-0.18659120673062196,-0.34302042769735247,0.01703484187169807,2.509599262378372,3.58351893845611,2.8359956859131503,0.9270687237026648,High,3,1,-0.7881977335472867,-0.6036607498434859,-0.6463731763978178,0.0762022459001068,-1.0927946780790583,-1.4860814376784814,1.1647306286164616,-1.0385747644227592,-0.1865912067306211,-0.3430204276973522,0.017034841871698108,-0.6119159894291465,0.9411429344911897,2.83599568591311,0.9465703353077874,0.6125530498969481
Appalachian State University,No,7313,4664,1910,20,63,9940,1035,6806,2540,96,2000,83.0,96,18.3,14,5854,70,1.3437272780440968,1.3296974152615388,1.3975044645046737,-0.2637884142137955,1.4439439767799103,0.7474276315958315,8.825706773447951,-5.699556150931114,1.066451766681205,0.6272873251485898,1.2632379969775114,2.9601050959108397,2.70805020110221,-1.0519687050520372,0.6377683577191303,Low,1,0,1.3437272780440974,1.32969741526154,1.397504464504673,-0.26378841421379556,1.443943976779911,0.7474276315958317,-0.8647660972717615,-5.699556150931114,1.0664517666812061,0.62728732514859,1.2632379969775114,1.0230418730318618,-0.488944521318963,-1.0519687050520774,-1.3340037748756264,-1.6325116659989423
Aquinas College,Yes,619,516,219,20,51,1251,767,11208,4124,350,1615,55.0,65,12.7,25,6584,65,-0.9296724983030674,-0.8678947238934365,-0.8129407337877209,-0.2637884142137955,-0.42124755421152005,0.5395560299649554,9.324472306021095,-1.5119094043589478,0.6119203357285081,-1.1384568151853716,-1.094880026424442,2.617395832834079,3.258096538021482,-0.6885530095696396,0.8336025848142165,Medium,2,1,-0.9296724983030666,-0.8678947238934354,-0.8129407337877216,-0.26378841421379556,-0.4212475542115195,0.5395560299649557,0.3675672757411641,-1.5119094043589478,0.6119203357285091,-1.1384568151853713,-1.094880026424442,-0.22070496108141102,0.4095619963667674,-0.6885530095696798,-0.19371671978391944,0.6125530498969481
Arizona State University Main campus,No,12809,10308,3761,24,49,22593,7585,7434,4850,700,2100,88.0,93,18.9,5,4602,48,1.8053048750382341,2.0428491730402856,1.9512314890631361,0.012544204192919739,1.9783596156465513,2.297115337082717,8.913953858894255,1.0360807080301793,1.171185067061469,1.0161442572654407,0.9692990979140862,2.990719731730447,1.791759469228055,-1.8724588424063098,0.8047466625029276,Medium,2,0,1.8053048750382348,2.042849173040287,1.9512314890631355,0.012544204192919675,1.978359615646552,2.2971153370827175,-0.6467281187740096,1.0360807080301793,1.17118506706147,1.0161442572654409,0.9692990979140862,1.1341472923494558,-1.9857151375821298,-1.87245884240635,-0.19371671978391944,-1.6325116659989423
Arkansas College (Lyon College),Yes,708,334,166,46,74,530,182,8644,3922,500,800,79.0,88,12.6,24,14579,54,-0.7952056021137317,-1.343091931247804,-1.1524865054486442,1.1106782881401172,-1.4790166841604393,-0.37689610893187386,9.064736398117391,-0.2291946039516519,-0.8317407990918487,0.33223178550107846,0.5124477851823425,2.6100697927420065,3.2188758248682006,1.2454681517793549,0.4717514124293785,Medium,2,1,-0.7952056021137309,-1.343091931247803,-1.1524865054486448,1.1106782881401172,-1.4790166841604386,-0.3768961089318736,-0.2741796104725615,-0.22919460395165178,-0.8317407990918481,0.33223178550107874,0.5124477851823425,-0.2472923345573987,0.34549454598816776,1.2454681517793147,-0.19371671978391944,0.6125530498969481
Arkansas Tech University,No,1734,1729,951,12,52,3602,939,3460,2650,450,1000,57.0,60,19.6,5,4739,48,0.06855942366930087,0.38043779411181816,0.7642184544263523,-0.9727316677869278,0.6355953858538823,0.6792289379186931,8.149312843635345,-0.6142542984789047,-0.38127720177114266,-1.0355430273689914,-1.3460179845367914,3.0252910757955354,1.791759469228055,-1.7666101753091932,0.9971164936562861,Low,1,0,0.06855942366930161,0.38043779411181927,0.7642184544263516,-0.9727316677869279,0.6355953858538829,0.6792289379186933,-2.5359778362048226,-0.6142542984789046,-0.3812772017711419,-1.0355430273689912,-1.3460179845367914,1.2596122399437197,-1.9857151375821298,-1.7666101753092334,-1.3340037748756264,-1.6325116659989423
Assumption College,Yes,2135,1700,491,23,59,1708,689,12000,5920,500,500,93.0,93,13.8,30,7100,88,0.26123962574723714,0.36368557121025114,0.09797073617634125,-0.053119072030679164,-0.08427854063618628,0.4666461901064971,9.392745258631441,-0.2291946039516519,-1.7565250579131293,1.4272534139170343,0.9692990979140862,2.6946271807700692,3.4339872044851463,-0.4671388486143458,0.7962529274004684,Medium,2,1,0.26123962574723786,0.36368557121025225,0.09797073617634056,-0.053119072030679226,-0.08427854063618571,0.4666461901064974,0.5362538278006161,-0.22919460395165178,-1.7565250579131289,1.4272534139170345,0.9692990979140862,0.05957997673240427,0.696881263144984,-0.467138848614386,-0.19371671978391944,0.6125530498969481
Auburn University-Main Campus,No,7548,6791,3070,25,57,16262,1716,6300,3933,600,1908,85.0,91,16.7,18,6642,69,1.3702785934047195,1.6724482597493227,1.7913283718185165,0.07620224590010687,1.7758025973961926,1.1124020592964763,8.748463629942055,0.4496014388117547,0.9657230697457871,0.7801590446679544,0.7816568116943878,2.8735646395797834,2.9444389791664403,-0.6623477640253405,0.8997085320614733,Low,1,0,1.3702785934047201,1.6724482597493238,1.7913283718185158,0.0762022459001068,1.7758025973961933,1.1124020592964765,-1.05561590015942,0.4496014388117548,0.9657230697457883,0.7801590446679546,0.7816568116943878,0.7089726890881493,-0.10280094841912382,-0.6623477640253806,-1.3340037748756264,-1.6325116659989423
Augsburg College,Yes,662,513,257,12,30,2074,726,11902,4372,540,950,65.0,65,12.8,31,7836,58,-0.8622838786335921,-0.8741708878669022,-0.623342191668465,-0.9727316677869278,0.11449793484123197,0.502111266263199,9.384545748167879,0.05539420530459672,-0.4854840926797661,-0.5881471660438078,-1.094880026424442,2.624668592163159,3.4657359027997265,-0.19103172876789828,0.7749244712990937,Medium,2,1,-0.8622838786335913,-0.8741708878669011,-0.6233421916684657,-0.9727316677869279,0.11449793484123254,0.5021112662631992,0.51599474868084,0.05539420530459683,-0.48548409267976533,-0.5881471660438076,-1.094880026424442,-0.1943109520324493,0.7487430981377603,-0.1910317287679385,-0.19371671978391944,0.6125530498969481
Augustana College IL,Yes,1879,1658,497,36,69,1950,38,13353,4173,540,821,78.0,83,12.7,40,9220,71,0.14328635277136295,0.3388740939764009,0.11083104433542443,0.675328745331237,0.05229420487314884,-1.2373062479710122,9.499571244417814,0.05539420530459672,-0.7798144878972988,0.26069516187598757,0.09569733284866454,2.617395832834079,3.713572066704308,0.23321172569719256,0.8823842469398616,High,3,1,0.14328635277136367,0.338874093976402,0.11083104433542373,0.6753287453312369,0.05229420487314941,-1.237306247971012,0.800195938456078,0.05539420530459683,-0.7798144878972981,0.26069516187598785,0.09569733284866458,-0.22070496108141102,1.1535860970634626,0.23321172569715234,0.9465703353077874,0.6125530498969481
Augustana College,Yes,761,725,306,21,58,1337,300,10990,3244,600,1021,66.0,70,10.4,30,6871,69,-0.7234886416365378,-0.5062068793682908,-0.42179417873863634,-0.1910995085854955,-0.3473575074707333,-0.07314506384833197,9.3048320350689,0.4496014388117547,-0.33894274637344624,-0.5282041815598794,-0.8104772611976783,2.4336133554004498,3.4339872044851463,-0.5622343980249318,0.9526938239159002,Medium,2,1,-0.723488641636537,-0.5062068793682897,-0.42179417873863706,-0.19109950858549554,-0.34735750747073274,-0.07314506384833169,0.31904074419729367,0.4496014388117548,-0.3389427463734454,-0.5282041815598791,-0.8104772611976783,-0.887681022426952,0.696881263144984,-0.562234398024972,-0.19371671978391944,0.6125530498969481
Austin College,Yes,948,798,295,42,74,1120,15,11280,4342,400,1150,81.0,95,13.0,33,11361,71,-0.5075090324304683,-0.40569893364125426,-0.4636302335001798,0.9459121453121655,-0.5465906523231704,-1.6883580068917186,9.33087517360492,-1.0385747644227592,-0.09532026038541107,0.4779779599463324,1.1635803366973685,2.6390573296152584,3.5263605246161616,0.7257832507645184,0.8417721518987342,Medium,2,1,-0.5075090324304675,-0.40569893364125315,-0.4636302335001805,0.9459121453121654,-0.5465906523231698,-1.6883580068917183,0.38338726908718146,-1.0385747644227592,-0.09532026038541022,0.4779779599463327,1.1635803366973685,-0.14209191805516477,0.8477740600370556,0.7257832507644782,-0.19371671978391944,0.6125530498969481
Averett College,Yes,627,556,172,16,40,777,538,9925,4135,750,1350,59.0,67,22.4,11,6523,48,-0.9167620943759427,-0.7877554128753497,-1.1081651194371072,-0.5849046607537621,-0.9832004951644471,0.3013831459239031,9.202912856147385,1.3023649764046783,0.23641393781517428,-0.9290540070742583,-0.9851988400469104,3.152736022363656,2.4849066497880004,-0.7165006291979146,0.886762360446571,Medium,2,1,-0.9167620943759419,-0.7877554128753486,-1.1081651194371078,-0.5849046607537622,-0.9832004951644465,0.30138314592390336,0.06722220957022611,1.3023649764046783,0.23641393781517522,-0.9290540070742581,-0.9851988400469104,1.7221303738125784,-0.8534518760234878,-0.7165006291979548,-0.19371671978391944,0.6125530498969481
Baker University,Yes,602,483,206,21,47,958,466,8620,4100,400,2250,58.0,68,11.0,21,6136,65,-0.957711737706359,-0.9391798758815909,-0.8866943418530147,-0.1910995085854955,-0.7288823297174306,0.20724118805424357,9.061956366209925,-1.0385747644227592,1.3199334198128518,-0.9827453465353977,-0.9283307329438812,2.4849066497880004,3.091042453358316,-0.9036897818932241,0.8023255813953488,Medium,2,1,-0.9577117377063582,-0.9391798758815898,-0.8866943418530153,-0.19109950858549554,-0.72888232971743,0.20724118805424385,-0.2810484213142756,-1.0385747644227592,1.319933419812853,-0.9827453465353975,-0.9283307329438812,-0.7015294374566121,0.13667737956055104,-0.9036897818932643,-0.19371671978391944,0.6125530498969481
Baldwin-Wallace College,Yes,1690,1366,662,30,61,2718,1460,10995,4410,1000,1000,68.0,74,17.6,20,8086,85,0.04455113927364109,0.14527370727206387,0.4075134570631678,0.3687770077049723,0.3776414704782418,0.9937885450977617,9.305286849285137,2.4385556153715937,-0.38127720177114266,-0.40564068452481505,-0.5579571392876599,2.9231615807191558,3.044522437723423,-0.10617250445471191,0.808284023668639,Medium,2,1,0.04455113927364182,0.14527370727206498,0.4075134570631671,0.36877700770497224,0.37764147047824237,0.9937885450977619,0.3201644841123157,2.4385556153715937,-0.3812772017711419,-0.4056406845248148,-0.5579571392876599,0.8889679362839633,0.060686441260878146,-0.10617250445475211,-0.19371671978391944,0.6125530498969481
Barat College,Yes,261,192,111,15,36,453,266,9690,4300,500,500,57.0,77,9.7,35,9337,71,-1.8261859838092964,-1.968997673144619,-1.6721029692823495,-0.6744109272506593,-1.6948013186411106,-0.14762845649391362,9.17895289873455,-0.2291946039516519,-1.7565250579131293,-1.0355430273689914,-0.35347352257287784,2.3702437414678603,3.58351893845611,0.2645665459976302,0.735632183908046,Medium,2,1,-1.8261859838092958,-1.968997673144618,-1.6721029692823501,-0.6744109272506594,-1.69480131864111,-0.14762845649391335,0.008022739664043745,-0.22919460395165178,-1.7565250579131289,-1.0355430273689912,-0.3534735225728778,-1.1176595062299568,0.9411429344911897,0.26456654599759,-0.19371671978391944,0.6125530498969481
Bard College,Yes,1910,838,285,50,85,1004,15,19264,6206,750,750,98.0,98,10.4,30,13894,79,0.15845903736761868,-0.3547151912688672,-0.503255081738839,1.2651043449994013,-0.6735049516794012,-1.6883580068917186,9.866045257060257,1.3023649764046783,-0.9606431574678065,1.8606029438367073,1.467641878959388,2.4336133554004498,3.4339872044851463,1.150582615517194,0.4387434554973822,Very High,4,1,0.1584590373676194,-0.3547151912688661,-0.5032550817388397,1.2651043449994013,-0.6735049516794006,-1.6883580068917183,1.7056678017408868,1.3023649764046783,-0.9606431574678058,1.8606029438367075,1.467641878959388,-0.887681022426952,0.696881263144984,1.150582615517154,2.0868573903994942,0.6125530498969481
